;bait;baitGene;prey;preyGene;Protein names_x;Unnamed: 5;FlyBase;trueCounts;ucCounts;ccCounts;sumSPC;avgSPC;FC_A;FC_B;SP;compass;eScore;iRef;iRef2;intAct;intAct2;From;Entry;Reviewed;Entry Name;Protein names_y;Gene Names;Length;Gene Names (ORF);Gene Names (primary);Gene Names (synonym);Gene Ontology (GO);Organism (ID);VEuPathDB
27;MTCNK7H30;MTCNK7H30;Q9VJ28;CG10639-RA;FI05204p (L-2-hydroxyglutarate dehydrogenase, isoform A) (L-2-hydroxyglutarate dehydrogenase, isoform B) (L-2-hydroxyglutarate dehydrogenase, isoform C (EC 1.1.3.15, EC 1.1.99.2));;"FBgn0032729;";8|2|2;2|0|0;-;12;4;3,282915238;2,555580689;0,38;0;0;0;0;0;0;Q9VJ28;Q9VJ28;unreviewed;Q9VJ28_DROME;FI05204p (L-2-hydroxyglutarate dehydrogenase, isoform A) (L-2-hydroxyglutarate dehydrogenase, isoform B) (L-2-hydroxyglutarate dehydrogenase, isoform C (EC 1.1.3.15, EC 1.1.99.2));L2HGDH CG10639-RA dL2HGDH Dmel\CG10639 L-2-HGDH CG10639 Dmel_CG10639;455,0;CG10639 Dmel_CG10639;L2HGDH;CG10639-RA dL2HGDH Dmel\CG10639 L-2-HGDH;"(S)-2-hydroxy-acid oxidase activity [GO:0003973]; 2-hydroxyglutarate dehydrogenase activity [GO:0047545]";7227,0;FBgn0032729
28;MTCNK7H30;MTCNK7H30;Q8SYU2;RpL7-like;RE33833p;;"FBgn0032404;";3|9|11;2|5|2;-;23;7,666666667;2,2870879;2,169849438;0,36;0;0;0;0;0;0;Q8SYU2;Q8SYU2;unreviewed;Q8SYU2_DROME;RE33833p;RpL7-like CG5317;257,0;CG5317;RpL7-like;;"cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]";7227,0;FBgn0032404
29;MTCNK7H30;MTCNK7H30;Q9VVA6;nudC;Nuclear migration protein nudC (Nuclear distribution protein C homolog);;"FBgn0021768;";17|19|28;8|10|4;-;64;21,33333333;2,80325391;2,797998104;0,36;0;0;0;0;0;0;Q9VVA6;Q9VVA6;reviewed;NDC_DROME;Nuclear migration protein nudC (Nuclear distribution protein C homolog);nudC CG9710;332,0;CG9710;nudC;;"cytoplasm [GO:0005737]; cytosol [GO:0005829]; unfolded protein binding [GO:0051082]; mRNA transport [GO:0051028]; nuclear migration [GO:0007097]; nucleus localization [GO:0051647]; positive regulation of dendrite morphogenesis [GO:0050775]; protein folding [GO:0006457]";7227,0;FBgn0021768
30;MTCNK7H30;MTCNK7H30;M9PCE5;Hml;Hemolectin, isoform B;;"FBgn0029167;";1|3|13;2|1|1;-;17;5,666666667;2,616566712;2,075016224;0,35;0;0;0;0;0;0;M9PCE5;M9PCE5;unreviewed;M9PCE5_DROME;Hemolectin, isoform B;Hml CT21553 d-hml Dmel\CG7002 hml CG7002 Dmel_CG7002;3842,0;CG7002 Dmel_CG7002;Hml;CT21553 d-hml Dmel\CG7002 hml;"extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; chitin binding [GO:0008061]; protein homodimerization activity [GO:0042803]; hemolymph coagulation [GO:0042381]; hemostasis [GO:0007599]; wound healing [GO:0042060]";7227,0;FBgn0029167
31;MTCNK7H30;MTCNK7H30;Q9VYU7;dy;Dusky (LP20007p);;"FBgn0004511;";4|2|20;0|3|3;-;26;8,666666667;3,565296726;2,77007016;0,34;0;0;0;0;0;0;Q9VYU7;Q9VYU7;unreviewed;Q9VYU7_DROME;Dusky (LP20007p);dy ala Dmel\CG9355 dy1 CG9355 Dmel_CG9355;699,0;CG9355 Dmel_CG9355;dy;ala Dmel\CG9355 dy1;"membrane [GO:0016020]; cell morphogenesis [GO:0000902]; imaginal disc-derived wing morphogenesis [GO:0007476]";7227,0;FBgn0004511
32;MTCNK7H30;MTCNK7H30;Q8IR57;Q8IR57;RE22786p;;"FBgn0052603;";0|0|23;0|0|2;-;23;7,666666667;5,225498128;1,831904351;0,33;0;0;0;0;0;0;Q8IR57;Q8IR57;unreviewed;Q8IR57_DROME;RE22786p;Dmel\CG32603 CG32603 Dmel_CG32603;345,0;CG32603 Dmel_CG32603;Dmel\CG32603;;"RNA polymerase II transcription regulator complex [GO:0090575]; transcription coactivator activity [GO:0003713]; positive regulation of transcription by RNA polymerase II [GO:0045944]";7227,0;FBgn0052603
33;MTCNK7H30;MTCNK7H30;A4V4A1;Klp10A;Kinesin-like protein;;"FBgn0030268;";4|1|0;0|0|1;-;5;1,666666667;2,675872601;1,956768777;0,33;0;0;0;0;0;0;A4V4A1;A4V4A1;unreviewed;A4V4A1_DROME;Kinesin-like protein;Klp10A anon-WO03040301.142 DmCG1453 Dmel\CG1453 DmKLP10A DmKlp10A KIF 2A Kif2A KIF2A/B/C KLP10A KLP10a klp10A klp10a CG1453 Dmel_CG1453;805,0;CG1453 Dmel_CG1453;Klp10A;anon-WO03040301.142 DmCG1453 Dmel\CG1453 DmKLP10A DmKlp10A KIF 2A Kif2A KIF2A/B/C KLP10A KLP10a klp10A klp10a;"microtubule [GO:0005874]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; isomerase activity [GO:0016853]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule-based movement [GO:0007018]";7227,0;FBgn0030268
34;MTCNK7H30;MTCNK7H30;Q8IPD5;Cpr31A;Cuticular protein 31A (RE37955p);;"FBgn0053302;";0|0|19;0|0|0;-;19;6,333333333;6,773268551;2,636171258;0,33;0;0;0;0;0;0;Q8IPD5;Q8IPD5;unreviewed;Q8IPD5_DROME;Cuticular protein 31A (RE37955p);Cpr31A CG4791 CG4791-PB Dmel\CG33302 CG33302 Dmel_CG33302;340,0;CG33302 Dmel_CG33302;Cpr31A;CG4791 CG4791-PB Dmel\CG33302;"chitin-based extracellular matrix [GO:0062129]; extracellular matrix [GO:0031012]; structural constituent of chitin-based larval cuticle [GO:0008010]; chitin-based cuticle development [GO:0040003]";7227,0;FBgn0053302
35;MTCNK7H30;MTCNK7H30;Q9VRM6;l 3 psg2;Lethal (3) persistent salivary gland 2;;"FBgn0035617;";0|1|6;0|0|0;-;7;2,333333333;3,213009193;2,412214107;0,33;0;0;0;0;0;0;Q9VRM6;Q9VRM6;unreviewed;Q9VRM6_DROME;Lethal (3) persistent salivary gland 2;l(3)psg2 anon-EST:Liang-1.47 clone 1.47 Dmel\CG5146 psg2 CG5146 Dmel_CG5146;1929,0;CG5146 Dmel_CG5146;l(3)psg2;anon-EST:Liang-1.47 clone 1.47 Dmel\CG5146 psg2;"cytoplasm [GO:0005737]; nucleus [GO:0005634]; ecdysone-mediated induction of salivary gland cell autophagic cell death [GO:0035072]; imaginal disc-derived leg morphogenesis [GO:0007480]; regulation of programmed cell death [GO:0043067]";7227,0;FBgn0035617
36;MTCNK7H30;MTCNK7H30;A0A0F6QCQ6;CG3835;CG3835-RA (CG3835-RB) (CG3835-RC);;;6|0|0;0|0|0;-;6;2;3,990233896;2,152328589;0,33;0;0;0;0;0;0;A0A0F6QCQ6;A0A0F6QCQ6;unreviewed;A0A0F6QCQ6_DROME;CG3835-RA (CG3835-RB) (CG3835-RC);CG3835;533,0;;CG3835;;"peroxisome [GO:0005777]; catalytic activity [GO:0003824]; FAD binding [GO:0071949]";7227,0;FBgn0023507
37;MTCNK7H30;MTCNK7H30;Q9VV32;CG13040-RA;MIP30038p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B);;"FBgn0036608;";0|0|17;0|0|0;-;17;5,666666667;6,165556072;2,545650317;0,33;0;0;0;0;0;0;Q9VV32;Q9VV32;unreviewed;Q9VV32_DROME;MIP30038p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B);Dmel\CG13040 CG13040-RA CG13040 Dmel_CG13040;185,0;CG13040 Dmel_CG13040;Dmel\CG13040;CG13040-RA;;7227,0;FBgn0036608
38;MTCNK7H30;MTCNK7H30;C9QNW6;CG13059-RA;MIP13928p;;;0|0|20;0|0|0;-;20;6,666666667;7,077124791;2,679189551;0,33;0;0;0;0;0;0;C9QNW6;C9QNW6;unreviewed;C9QNW6_DROME;MIP13928p;CG13059-RA;174,0;;CG13059-RA;;membrane [GO:0016020];7227,0;FBgn0036607
39;MTCNK7H30;MTCNK7H30;Q9VB23;wdb;Serine/threonine protein phosphatase 2A regulatory subunit;;"FBgn0027492;";0|0|6;0|0|0;-;6;2;2,823137437;1,863323567;0,33;0;0;0;0;0;0;Q9VB23;Q9VB23;unreviewed;Q9VB23_DROME;Serine/threonine protein phosphatase 2A regulatory subunit;wdb 0318/07 B56-2 BcDNA.LD34343 BcDNA:LD34343 BEST:LD02456 dB56-2 Dmel\CG5643 dPP2A dPP2A-B56-2 EP3559 l(3)S031807 LD02456 PP2-AB PP2A PP2a PP2A-B' PP2A[B'-2] wbd WDB Wdb Widerborst CG5643 Dmel_CG5643;524,0;CG5643 Dmel_CG5643;wdb;0318/07 B56-2 BcDNA.LD34343 BcDNA:LD34343 BEST:LD02456 dB56-2 Dmel\CG5643 dPP2A dPP2A-B56-2 EP3559 l(3)S031807 LD02456 PP2-AB PP2A PP2a PP2A-B' PP2A[B'-2] wbd WDB Wdb Widerborst;"cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein phosphatase type 2A complex [GO:0000159]; protein phosphatase activator activity [GO:0072542]; autophagy [GO:0006914]; chromosome segregation [GO:0007059]; determination of adult lifespan [GO:0008340]; negative regulation of insulin receptor signaling pathway [GO:0046627]; negative regulation of lipid storage [GO:0010888]; negative regulation of protein kinase B signaling [GO:0051898]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of smoothened signaling pathway [GO:0045879]; positive regulation of smoothened signaling pathway [GO:0045880]; protein dephosphorylation [GO:0006470]; signal transduction [GO:0007165]; spindle assembly [GO:0051225]";7227,0;FBgn0027492
40;MTCNK7H30;MTCNK7H30;Q9V447;Kr-h2;Krueppel homolog 2 (Protein Kr-h2);;"FBgn0266449;";5|1|0;0|0|0;-;6;2;3,881733336;2,639474473;0,33;0;0;0;0;0;0;Q9V447;Q9V447;reviewed;KRH2_DROME;Krueppel homolog 2 (Protein Kr-h2);Kr-h2 CG9159;276,0;CG9159;Kr-h2;;"endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; endoplasmic reticulum tubular network organization [GO:0071786]; membrane organization [GO:0061024]";7227,0;FBgn0266449
41;MTCNK7H30;MTCNK7H30;M9NFR3;CycA;Cyclin A, isoform C;;"FBgn0000404;";0|0|4;0|0|0;-;4;1,333333333;2,215424958;1,668661707;0,33;0;0;0;0;0;0;M9NFR3;M9NFR3;unreviewed;M9NFR3_DROME;Cyclin A, isoform C;CycA 0033/02 0040/24 0046/23 0104/07 0245/34 0521/06 0545/13 1329/16 1449/05 anon-WO0140519.128 CLD3 Cyc A CYCA cycA CYCLIN A cyclin A CyclinA dCycA DmcycA Dmel\CG5940 hari l(3)03946 l(3)183 l(3)68Ea l(3)j3C8 l(3)neo114 l(3)rsg11 rsg11 S(rux)3B CG5940 Dmel_CG5940;490,0;CG5940 Dmel_CG5940;CycA;0033/02 0040/24 0046/23 0104/07 0245/34 0521/06 0545/13 1329/16 1449/05 anon-WO0140519.128 CLD3 Cyc A CYCA cycA CYCLIN A cyclin A CyclinA dCycA DmcycA Dmel\CG5940 hari l(3)03946 l(3)183 l(3)68Ea l(3)j3C8 l(3)neo114 l(3)rsg11 rsg11 S(rux)3B;"intracellular organelle [GO:0043229]; cell cycle [GO:0007049]";7227,0;FBgn0000404
42;MTCNK7H30;MTCNK7H30;Q29QW0;Q29QW0;IP14311p (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform C);;"FBgn0034022;";0|0|7;0|0|0;-;7;2,333333333;3,126993677;1,947024261;0,33;0;0;0;0;0;0;Q29QW0;Q29QW0;unreviewed;Q29QW0_DROME;IP14311p (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform C);Dmel\CG12964 CG12964 Dmel_CG12964;1129,0;CG12964 Dmel_CG12964;Dmel\CG12964;;"actin cytoskeleton [GO:0015629]; actin binding [GO:0003779]; phospholipid binding [GO:0005543]; cell projection assembly [GO:0030031]; membrane organization [GO:0061024]";7227,0;FBgn0034022
43;MTCNK7H30;MTCNK7H30;G4LU74;CG5792-RD;IP16222p1;;;0|0|6;0|0|0;-;6;2;2,823137437;1,863323567;0,33;0;0;0;0;0;0;G4LU74;G4LU74;unreviewed;G4LU74_DROME;IP16222p1;CG5792-RD;1123,0;;CG5792-RD;;;7227,0;FBgn0032455
44;MTCNK7H30;MTCNK7H30;Q9VD52;Q9VD52;LD21931p;;"FBgn0038927;";0|0|9;1|0|2;-;9;3;1,867688791;1,048034248;0,33;0;0;0;0;0;0;Q9VD52;Q9VD52;unreviewed;Q9VD52_DROME;LD21931p;CDC40 Dmel\CG6015 prp17 CG6015 Dmel_CG6015;576,0;CG6015 Dmel_CG6015;CDC40;Dmel\CG6015 prp17;"catalytic step 2 spliceosome [GO:0071013]; precatalytic spliceosome [GO:0071011]; spliceosomal complex [GO:0005681]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; mRNA splicing, via spliceosome [GO:0000398]";7227,0;FBgn0038927
45;MTCNK7H30;MTCNK7H30;Q9W471;Cpr5C;Cuticular protein 5C;;"FBgn0029811;";0|0|12;0|0|0;-;12;4;4,646274874;2,285531393;0,33;0;0;0;0;0;0;Q9W471;Q9W471;unreviewed;Q9W471_DROME;Cuticular protein 5C;Cpr5C Dmel\CG4052 CG4052 Dmel_CG4052;145,0;CG4052 Dmel_CG4052;Cpr5C;Dmel\CG4052;"chitin-based extracellular matrix [GO:0062129]; extracellular matrix [GO:0031012]; structural constituent of chitin-based larval cuticle [GO:0008010]; chitin-based cuticle development [GO:0040003]";7227,0;FBgn0029811
46;MTCNK7H30;MTCNK7H30;E5KZ94;E5KZ94;AGO2;;;0|0|29;0|0|0;-;29;9,666666667;9,811830947;3,016043414;0,33;0;0;0;0;0;0;E5KZ94;E5KZ94;unreviewed;E5KZ94_DROME;AGO2;;817,0;;;;"cytoplasm [GO:0005737]; regulatory RNA binding [GO:0061980]; regulation of gene expression [GO:0010468]";7227,0;FBgn0087035
47;MTCNK7H30;MTCNK7H30;Q9VS75;Q9VS75;Uncharacterized protein;;"FBgn0035787;";0|0|22;0|0|0;-;22;7,333333333;7,68483727;2,761309319;0,33;0;0;0;0;0;0;Q9VS75;Q9VS75;unreviewed;Q9VS75_DROME;Uncharacterized protein;Dmel\CG8543 CG8543 Dmel_CG8543;219,0;CG8543 Dmel_CG8543;Dmel\CG8543;;structural constituent of cuticle [GO:0042302];7227,0;FBgn0035787
48;MTCNK7H30;MTCNK7H30;Q9VKR4;Q9VKR4;Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein);;"FBgn0032287;";1|0|5;0|0|1;-;6;2;2,386637521;1,900127895;0,33;0;0;0;0;0;0;Q9VKR4;Q9VKR4;unreviewed;Q9VKR4_DROME;Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein);Dmel\CG6415 151967_at anon-32Aa CG6415 Dmel_CG6415;405,0;CG6415 Dmel_CG6415;Dmel\CG6415;151967_at anon-32Aa;"mitochondrion [GO:0005739]; aminomethyltransferase activity [GO:0004047]; transaminase activity [GO:0008483]; glycine decarboxylation via glycine cleavage system [GO:0019464]";7227,0;FBgn0032287
49;MTCNK7H30;MTCNK7H30;Q8IGK1;Q8IGK1;RE73943p (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform F) (Uncharacterized protein, isoform I);;"FBgn0036678;";0|0|8;0|0|1;-;8;2,666666667;2,713431182;1,600834566;0,33;0;0;0;0;0;0;Q8IGK1;Q8IGK1;unreviewed;Q8IGK1_DROME;RE73943p (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform F) (Uncharacterized protein, isoform I);Dmel\CG11905 CG11905 Dmel_CG11905;403,0;CG11905 Dmel_CG11905;Dmel\CG11905;;;7227,0;FBgn0036678
50;MTCNK7H30;MTCNK7H30;O97061;Ccp84Ad;Ccp84Ad (Cuticle protein);;"FBgn0004780;";0|0|30;0|0|0;-;30;10;10,11568719;3,049083719;0,33;0;0;0;0;0;0;O97061;O97061;unreviewed;O97061_DROME;Ccp84Ad (Cuticle protein);Ccp84Ad BG:DS00004.4 cc5 Ccp Dmel\CG2341 DmelCcp84Ad CG2341 Dmel_CG2341;199,0;CG2341 Dmel_CG2341;Ccp84Ad;BG:DS00004.4 cc5 Ccp Dmel\CG2341 DmelCcp84Ad;"chitin-based extracellular matrix [GO:0062129]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; structural constituent of chitin-based larval cuticle [GO:0008010]; chitin-based cuticle development [GO:0040003]; sexual reproduction [GO:0019953]";7227,0;FBgn0004780
51;MTCNK7H30;MTCNK7H30;P06606;alphaTub67C;Tubulin alpha-4 chain (EC 3.6.5.-);;"FBgn0087040;";0|0|4;0|0|0;-;4;1,333333333;2,215424958;1,668661707;0,33;0;0;0;0;0;0;P06606;P06606;reviewed;TBA4_DROME;Tubulin alpha-4 chain (EC 3.6.5.-);alphaTub67C TubA67C CG8308;462,0;CG8308;alphaTub67C;TubA67C;"cortical microtubule [GO:0055028]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; structural constituent of cytoskeleton [GO:0005200]; central nervous system development [GO:0007417]; embryo development ending in birth or egg hatching [GO:0009792]; embryonic cleavage [GO:0040016]; female pronucleus assembly [GO:0035038]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]; mitotic spindle organization [GO:0007052]; mRNA transport [GO:0051028]; nuclear division [GO:0000280]; peripheral nervous system development [GO:0007422]; pronuclear migration [GO:0035046]; sperm aster formation [GO:0035044]";7227,0;FBgn0087040
52;MTCNK7H30;MTCNK7H30;Q9VXZ8;pdgy;BcDNA.GH02901 (MIP13254p) (Pudgy, isoform A) (Pudgy, isoform B (EC 6.2.1.3)) (Pudgy, isoform C) (Pudgy, isoform D);;"FBgn0027601;";6|1|0;0|0|1;-;7;2,333333333;3,464189791;2,203703907;0,33;0;0;0;0;0;0;Q9VXZ8;Q9VXZ8;unreviewed;Q9VXZ8_DROME;BcDNA.GH02901 (MIP13254p) (Pudgy, isoform A) (Pudgy, isoform B (EC 6.2.1.3)) (Pudgy, isoform C) (Pudgy, isoform D);pdgy BcDNA.GH02901 BcDNA:GH02901 CG9009-RA Dmel\CG9009 CG9009 Dmel_CG9009;597,0;CG9009 Dmel_CG9009;pdgy;BcDNA.GH02901 BcDNA:GH02901 CG9009-RA Dmel\CG9009;"mitochondrion [GO:0005739]; long-chain fatty acid-CoA ligase activity [GO:0004467]; fatty-acyl-CoA biosynthetic process [GO:0046949]; long-chain fatty acid metabolic process [GO:0001676]; triglyceride catabolic process [GO:0019433]";7227,0;FBgn0027601
53;MTCNK7H30;MTCNK7H30;Q9V3Z4;Rpn5;GH11341p (Hypothetical 55kDa protein) (Regulatory particle non-ATPase 5);;"FBgn0028690;";4|0|0;0|0|0;-;4;1,333333333;2,993489264;1,911150298;0,33;0;0;0;0;0;0;Q9V3Z4;Q9V3Z4;unreviewed;Q9V3Z4_DROME;GH11341p (Hypothetical 55kDa protein) (Regulatory particle non-ATPase 5);Rpn5 Dmel\CG1100 p55 RPN5 rpn5 CG1100 Dmel_CG1100;502,0;CG1100 Dmel_CG1100;Rpn5;Dmel\CG1100 p55 RPN5 rpn5;"cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; proteasome complex [GO:0000502]; proteasome regulatory particle [GO:0005838]; proteasome regulatory particle, lid subcomplex [GO:0008541]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]";7227,0;FBgn0028690
54;MTCNK7H30;MTCNK7H30;Q9V3L8;Ccp84Aa;Ccp84Aa (Cuticle protein) (RH14104p);;"FBgn0004783;";0|0|22;0|0|0;-;22;7,333333333;7,68483727;2,761309319;0,33;0;0;0;0;0;0;Q9V3L8;Q9V3L8;unreviewed;Q9V3L8_DROME;Ccp84Aa (Cuticle protein) (RH14104p);Ccp84Aa BG:DS00004.1 cc8 Ccp Dmel\CG2360 DmelCcp84Aa CG2360 Dmel_CG2360;205,0;CG2360 Dmel_CG2360;Ccp84Aa;BG:DS00004.1 cc8 Ccp Dmel\CG2360 DmelCcp84Aa;"chitin-based extracellular matrix [GO:0062129]; extracellular matrix [GO:0031012]; structural constituent of chitin-based larval cuticle [GO:0008010]; chitin-based cuticle development [GO:0040003]";7227,0;FBgn0004783
55;MTCNK7H30;MTCNK7H30;Q9W4C1;Q9W4C1;IP13321p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B);;"FBgn0029766;";2|18|4;0|5|0;-;24;8;3,910354201;2,837072874;0,33;0;0;0;0;0;0;Q9W4C1;Q9W4C1;unreviewed;Q9W4C1_DROME;IP13321p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B);Dmel\CG15784 CG15784 Dmel_CG15784;554,0;CG15784 Dmel_CG15784;Dmel\CG15784;;;7227,0;FBgn0029766
56;MTCNK7H30;MTCNK7H30;Q9VS76;CG8541-RA;MIP24391p;;"FBgn0035788;";0|0|23;0|0|0;-;23;7,666666667;7,988693509;2,800598534;0,33;0;0;0;0;0;0;Q9VS76;Q9VS76;unreviewed;Q9VS76_DROME;MIP24391p;Dmel\CG8541 CG8541-RA CG8541 Dmel_CG8541;275,0;CG8541 Dmel_CG8541;Dmel\CG8541;CG8541-RA;structural constituent of cuticle [GO:0042302];7227,0;FBgn0035788
57;MTCNK7H30;MTCNK7H30;M9PCD4;Liprin-alpha;Liprin-alpha, isoform E;;"FBgn0046704;";0|0|4;0|0|0;-;4;1,333333333;2,215424958;1,668661707;0,33;0;0;0;0;0;0;M9PCD4;M9PCD4;unreviewed;M9PCD4_DROME;Liprin-alpha, isoform E;Liprin-alpha DLiprin DLiprin-alpha Dliprin-alpha Dmel\CG11199 LIP lip-alpha LIP.1 LIP1 Liprin liprin liprin-alpha LPR lpr oos CG11199 Dmel_CG11199;1214,0;CG11199 Dmel_CG11199;Liprin-alpha;DLiprin DLiprin-alpha Dliprin-alpha Dmel\CG11199 LIP lip-alpha LIP.1 LIP1 Liprin liprin liprin-alpha LPR lpr oos;"axon cytoplasm [GO:1904115]; focal adhesion [GO:0005925]; neuromuscular junction [GO:0031594]; presynaptic active zone [GO:0048786]; protein-containing complex [GO:0032991]; synapse [GO:0045202]; anterograde synaptic vesicle transport [GO:0048490]; axon extension [GO:0048675]; axon guidance [GO:0007411]; axon target recognition [GO:0007412]; photoreceptor cell morphogenesis [GO:0008594]; presynapse assembly [GO:0099054]; presynaptic active zone organization [GO:1990709]; R7 cell development [GO:0045467]; regulation of axon extension involved in axon guidance [GO:0048841]; retinal ganglion cell axon guidance [GO:0031290]; synapse assembly [GO:0007416]; synapse organization [GO:0050808]; synaptic assembly at neuromuscular junction [GO:0051124]; synaptic vesicle localization [GO:0097479]";7227,0;FBgn0046704
58;MTCNK7H30;MTCNK7H30;Q9W363;mxc;Multi sex combs, isoform A (Multi sex combs, isoform B);;"FBgn0260789;";0|2|53;2|3|14;-;55;18,33333333;2,704432913;0,828854363;0,33;0;0;0;0;0;0;Q9W363;Q9W363;unreviewed;Q9W363_DROME;Multi sex combs, isoform A (Multi sex combs, isoform B);mxc CG12058 Dmel\CG12124 dNPAT l(1)mbn MPM-2 MPM2 MXC Mxc NPAT CG12124 Dmel_CG12124;1837,0;CG12124 Dmel_CG12124;mxc;CG12058 Dmel\CG12124 dNPAT l(1)mbn MPM-2 MPM2 MXC Mxc NPAT;"cytoplasm [GO:0005737]; histone locus body [GO:0035363]; nucleus [GO:0005634]; transcription coregulator activity [GO:0003712]; hemocyte differentiation [GO:0042386]; hemocyte proliferation [GO:0035172]; hemopoiesis [GO:0030097]";7227,0;FBgn0260789
59;MTCNK7H30;MTCNK7H30;Q9VDS7;CG4538-RA;LD11650p (Uncharacterized protein, isoform A (EC 3.4.21.-)) (Uncharacterized protein, isoform D);;"FBgn0038745;";5|0|0;0|0|0;-;5;1,666666667;3,49186158;2,038871664;0,33;0;0;0;0;0;0;Q9VDS7;Q9VDS7;unreviewed;Q9VDS7_DROME;LD11650p (Uncharacterized protein, isoform A (EC 3.4.21.-)) (Uncharacterized protein, isoform D);ClpX CG4538-RA Dmel\CG4538 CG4538 Dmel_CG4538;673,0;CG4538 Dmel_CG4538;ClpX;CG4538-RA Dmel\CG4538;"mitochondrial matrix [GO:0005759]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; protein dimerization activity [GO:0046983]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]; proteolysis involved in protein catabolic process [GO:0051603]";7227,0;FBgn0038745
60;MTCNK7H30;MTCNK7H30;Q9VV29;Q9VV29;GEO12576p1 (RE63063p);;"FBgn0036605;";0|0|10;0|0|0;-;10;3,333333333;4,038562395;2,162710873;0,33;0;0;0;0;0;0;Q9VV29;Q9VV29;unreviewed;Q9VV29_DROME;GEO12576p1 (RE63063p);BcDNA:RE63063 Dmel\CG13041 CG13041 Dmel_CG13041;124,0;CG13041 Dmel_CG13041;BcDNA:RE63063;Dmel\CG13041;;7227,0;FBgn0036605
61;MTCNK7H30;MTCNK7H30;Q9VV23;Q9VV23;LP19160p;;"FBgn0036599;";0|0|10;0|0|0;-;10;3,333333333;4,038562395;2,162710873;0,33;0;0;0;0;0;0;Q9VV23;Q9VV23;unreviewed;Q9VV23_DROME;LP19160p;Dmel\CG13044 CG13044 Dmel_CG13044;155,0;CG13044 Dmel_CG13044;Dmel\CG13044;;;7227,0;FBgn0036599
62;MTCNK7H30;MTCNK7H30;P39736;Bx42;Puff-specific protein Bx42;;"FBgn0004856;";0|0|8;0|0|0;-;8;2,666666667;3,430849916;2,024087868;0,33;0;0;0;0;0;0;P39736;P39736;reviewed;BX42_DROME;Puff-specific protein Bx42;Bx42 CG8264;547,0;CG8264;Bx42;;"catalytic step 2 spliceosome [GO:0071013]; precatalytic spliceosome [GO:0071011]; Prp19 complex [GO:0000974]; DNA binding [GO:0003677]; embryonic development via the syncytial blastoderm [GO:0001700]; eye-antennal disc development [GO:0035214]; mRNA splicing, via spliceosome [GO:0000398]";7227,0;FBgn0004856
63;MTCNK7H30;MTCNK7H30;B3DNH1;CG1331-RA;IP21134p;;;0|0|5;0|0|0;-;5;1,666666667;2,519281198;1,771340722;0,33;0;0;0;0;0;0;B3DNH1;B3DNH1;unreviewed;B3DNH1_DROME;IP21134p;CG1331-RA;162,0;;CG1331-RA;;structural constituent of cuticle [GO:0042302];7227,0;FBgn0004778
